[2026-03-17T10:40:03.729788] TQQQ | precision_buy_algorithm | SMA57 | President 45 | 3M | critical | TQQQ PRECISION BUY SMA57 [President 45] 3M | PRECISION BUY — SMA 57 at 48.27 | OHLC4 48.27 (current bar) | Close 48.27 | Hard stop: 48.26 | Drawdown 1.0% from 48.76 | TF: 3M
[2026-03-18T11:18:38.243090] SSO | automated_short_order | SMA27 | Regression (432) | 2M | critical | SSO AUTO SHORT SMA27 [Regression (432)] 2M | AUTO SHORT — SMA 27 at 54.66 | OHLC4 54.66 (prev bar) | Close 54.63 | Hard stop: 54.67 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:18:38.351166] SSO | automated_short_order | SMA29 | President 45 | 2M | critical | SSO AUTO SHORT SMA29 [President 45] 2M | AUTO SHORT — SMA 29 at 54.66 | OHLC4 54.66 (prev bar) | Close 54.63 | Hard stop: 54.67 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:18:38.421527] SSO | automated_short_order | SMA28 | WTC (911) | 2M | critical | SSO AUTO SHORT SMA28 [WTC (911)] 2M | AUTO SHORT — SMA 28 at 54.66 | OHLC4 54.66 (prev bar) | Close 54.63 | Hard stop: 54.67 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:18:38.441283] SSO | automated_short_order | SMA26 | SVIX (211) | 2M | critical | SSO AUTO SHORT SMA26 [SVIX (211)] 2M | AUTO SHORT — SMA 26 at 54.66 | OHLC4 54.66 (prev bar) | Close 54.63 | Hard stop: 54.67 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:18:38.463975] SSO | automated_short_order | SMA25 | Resource Missing (404) | 2M | critical | SSO AUTO SHORT SMA25 [Resource Missing (404)] 2M | AUTO SHORT — SMA 25 at 54.66 | OHLC4 54.66 (prev bar) | Close 54.63 | Hard stop: 54.67 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:18:39.525180] SSO | automated_short_order | SMA20 | NASDAQ System | 3M | critical | SSO AUTO SHORT SMA20 [NASDAQ System] 3M | AUTO SHORT — SMA 20 at 54.66 | OHLC4 54.65 (current bar) | Close 54.66 | Hard stop: 54.67 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T11:18:39.613099] SSO | automated_short_order | SMA19 | Waring's Problem | 3M | critical | SSO AUTO SHORT SMA19 [Waring's Problem] 3M | AUTO SHORT — SMA 19 at 54.66 | OHLC4 54.65 (current bar) | Close 54.66 | Hard stop: 54.67 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T11:18:39.737989] SSO | automated_short_order | SMA18 | Time (144) | 3M | critical | SSO AUTO SHORT SMA18 [Time (144)] 3M | AUTO SHORT — SMA 18 at 54.66 | OHLC4 54.65 (current bar) | Close 54.66 | Hard stop: 54.67 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T11:18:41.038449] SSO | automated_short_order | SMA11 | ICKY WOODS (888) | 5M | critical | SSO AUTO SHORT SMA11 [ICKY WOODS (888)] 5M | AUTO SHORT — SMA 11 at 54.66 | OHLC4 54.66 (current bar) | Close 54.66 | Hard stop: 54.67 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T11:19:07.806160] SPXS | automated_short_order | SMA10 | S&P 500 System | 1M | critical | SPXS AUTO SHORT SMA10 [S&P 500 System] 1M | AUTO SHORT — SMA 10 at 38.39 | OHLC4 38.38 (prev bar) | Close 38.34 | Hard stop: 38.40 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:19:07.813667] SPXS | automated_short_order | SMA20 | NASDAQ System | 1M | critical | SPXS AUTO SHORT SMA20 [NASDAQ System] 1M | AUTO SHORT — SMA 20 at 38.39 | OHLC4 38.38 (prev bar) | Close 38.34 | Hard stop: 38.40 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:19:07.884595] SPXS | automated_short_order | SMA22 | LUCKY (777) | 1M | critical | SPXS AUTO SHORT SMA22 [LUCKY (777)] 1M | AUTO SHORT — SMA 22 at 38.39 | OHLC4 38.38 (prev bar) | Close 38.34 | Hard stop: 38.40 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:19:07.907800] SPXS | automated_short_order | SMA19 | Waring's Problem | 1M | critical | SPXS AUTO SHORT SMA19 [Waring's Problem] 1M | AUTO SHORT — SMA 19 at 38.39 | OHLC4 38.38 (prev bar) | Close 38.34 | Hard stop: 38.40 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:19:07.910001] SPXS | automated_short_order | SMA37 | Waring's Problem | 1M | critical | SPXS AUTO SHORT SMA37 [Waring's Problem] 1M | AUTO SHORT — SMA 37 at 38.39 | OHLC4 38.38 (prev bar) | Close 38.34 | Hard stop: 38.40 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:19:09.302671] SPXS | automated_short_order | SMA60 | Dow Jones System | 2M | critical | SPXS AUTO SHORT SMA60 [Dow Jones System] 2M | AUTO SHORT — SMA 60 at 38.38 | OHLC4 38.38 (current bar) | Close 38.34 | Hard stop: 38.39 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:19:09.319605] SPXS | automated_short_order | SMA33 | EVIL (666) | 2M | critical | SPXS AUTO SHORT SMA33 [EVIL (666)] 2M | AUTO SHORT — SMA 33 at 38.38 | OHLC4 38.38 (current bar) | Close 38.34 | Hard stop: 38.39 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:19:09.337482] SPXS | automated_short_order | SMA11 | ICKY WOODS (888) | 2M | critical | SPXS AUTO SHORT SMA11 [ICKY WOODS (888)] 2M | AUTO SHORT — SMA 11 at 38.39 | OHLC4 38.38 (current bar) | Close 38.34 | Hard stop: 38.40 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:19:09.457249] SPXS | automated_short_order | SMA18 | Time (144) | 2M | critical | SPXS AUTO SHORT SMA18 [Time (144)] 2M | AUTO SHORT — SMA 18 at 38.38 | OHLC4 38.38 (current bar) | Close 38.34 | Hard stop: 38.39 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:19:09.459656] SPXS | automated_short_order | SMA36 | Time (144) | 2M | critical | SPXS AUTO SHORT SMA36 [Time (144)] 2M | AUTO SHORT — SMA 36 at 38.39 | OHLC4 38.38 (current bar) | Close 38.34 | Hard stop: 38.40 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:19:09.523219] SPXS | automated_short_order | SMA24 | President 47 | 2M | critical | SPXS AUTO SHORT SMA24 [President 47] 2M | AUTO SHORT — SMA 24 at 38.38 | OHLC4 38.38 (current bar) | Close 38.34 | Hard stop: 38.39 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:19:22.346131] SH | automated_short_order | SMA100 | NASDAQ System | 1M | critical | SH AUTO SHORT SMA100 [NASDAQ System] 1M | AUTO SHORT — SMA 100 at 37.23 | OHLC4 37.22 (prev bar) | Close 37.21 | Hard stop: 37.24 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:19:22.357508] SH | automated_short_order | SMA90 | Dow Jones System | 1M | critical | SH AUTO SHORT SMA90 [Dow Jones System] 1M | AUTO SHORT — SMA 90 at 37.23 | OHLC4 37.22 (prev bar) | Close 37.21 | Hard stop: 37.24 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:19:22.375203] SH | automated_short_order | SMA99 | EVIL (666) | 1M | critical | SH AUTO SHORT SMA99 [EVIL (666)] 1M | AUTO SHORT — SMA 99 at 37.23 | OHLC4 37.22 (prev bar) | Close 37.21 | Hard stop: 37.24 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:19:22.395857] SH | automated_short_order | SMA111 | ICKY WOODS (888) | 1M | critical | SH AUTO SHORT SMA111 [ICKY WOODS (888)] 1M | AUTO SHORT — SMA 111 at 37.23 | OHLC4 37.22 (prev bar) | Close 37.21 | Hard stop: 37.24 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:19:22.448595] SH | automated_short_order | SMA108 | Regression (432) | 1M | critical | SH AUTO SHORT SMA108 [Regression (432)] 1M | AUTO SHORT — SMA 108 at 37.23 | OHLC4 37.22 (prev bar) | Close 37.21 | Hard stop: 37.24 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:19:22.519272] SH | automated_short_order | SMA92 | Time (366) | 1M | critical | SH AUTO SHORT SMA92 [Time (366)] 1M | AUTO SHORT — SMA 92 at 37.23 | OHLC4 37.22 (prev bar) | Close 37.21 | Hard stop: 37.24 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:19:22.600056] SH | automated_short_order | SMA94 | President 47 | 1M | critical | SH AUTO SHORT SMA94 [President 47] 1M | AUTO SHORT — SMA 94 at 37.23 | OHLC4 37.22 (prev bar) | Close 37.21 | Hard stop: 37.24 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:19:22.652126] SH | automated_short_order | SMA106 | SVIX (211) | 1M | critical | SH AUTO SHORT SMA106 [SVIX (211)] 1M | AUTO SHORT — SMA 106 at 37.23 | OHLC4 37.22 (prev bar) | Close 37.21 | Hard stop: 37.24 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:19:22.676947] SH | automated_short_order | SMA101 | Resource Missing (404) | 1M | critical | SH AUTO SHORT SMA101 [Resource Missing (404)] 1M | AUTO SHORT — SMA 101 at 37.23 | OHLC4 37.22 (prev bar) | Close 37.21 | Hard stop: 37.24 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:19:25.389323] SH | singular_point_hard_stop | SMA22 | LUCKY (777) | 3M | critical | SH HARD STOP SMA22 [LUCKY (777)] 3M | HARD STOP — SMA 22 at 37.22 | Breach above $-0.02 | Close 37.20, High 37.23 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T11:19:25.472331] SH | singular_point_hard_stop | SMA23 | Time (365) | 3M | critical | SH HARD STOP SMA23 [Time (365)] 3M | HARD STOP — SMA 23 at 37.22 | Breach above $-0.02 | Close 37.20, High 37.23 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T11:19:25.577441] SH | singular_point_hard_stop | SMA24 | President 47 | 3M | critical | SH HARD STOP SMA24 [President 47] 3M | HARD STOP — SMA 24 at 37.22 | Breach above $-0.02 | Close 37.20, High 37.23 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T11:19:25.631652] SH | singular_point_hard_stop | SMA25 | Resource Missing (404) | 3M | critical | SH HARD STOP SMA25 [Resource Missing (404)] 3M | HARD STOP — SMA 25 at 37.22 | Breach above $-0.02 | Close 37.20, High 37.23 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T11:19:56.856372] TQQQ | automated_short_order | SMA77 | LUCKY (777) | 1M | critical | TQQQ AUTO SHORT SMA77 [LUCKY (777)] 1M | AUTO SHORT — SMA 77 at 47.48 | OHLC4 47.48 (current bar) | Close 47.48 | Hard stop: 47.49 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:20:18.544383] SQQQ | automated_short_order | SMA60 | Dow Jones System | 2M | critical | SQQQ AUTO SHORT SMA60 [Dow Jones System] 2M | AUTO SHORT — SMA 60 at 73.20 | OHLC4 73.21 (prev bar) | Close 73.20 | Hard stop: 73.21 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:20:39.428618] QLD | singular_point_hard_stop | SMA736 | President 46 | 3M | critical | QLD HARD STOP SMA736 [President 46] 3M | HARD STOP — SMA 736 at 66.25 | Breach above $-0.06 | Close 66.19, High 66.26 | STATE: aso→sphs_aso | TF: 3M
[2026-03-18T11:20:40.641476] QLD | automated_short_order | SMA888 | ICKY WOODS (888) | 5M | critical | QLD AUTO SHORT SMA888 [ICKY WOODS (888)] 5M | AUTO SHORT — SMA 888 at 66.30 | OHLC4 66.30 (prev bar) | Close 66.26 | Hard stop: 66.31 (penny above) | SYSTEM NEGATIVE | TF: 5M
[2026-03-18T11:20:45.086946] QLD | optimized_buying_algorithm | SMA216 | Regression (432) | 20M | high | QLD MAGNETIZED BUY SMA216 [Regression (432)] 20M | MAGNETIZED BUY — SMA 216 at 66.15 | 3 penny + 2 near touches across 4/10 bars | 2.4x expected | Capitular low: 65.81 | HIGH VOL | TF: 20M
[2026-03-18T11:20:50.361681] QLD | optimized_buying_algorithm | SMA92 | Time (366) | 2H | high | QLD MAGNETIZED BUY SMA92 [Time (366)] 2H | MAGNETIZED BUY — SMA 92 at 66.90 | 4 penny + 3 near touches across 4/10 bars | 4.6x expected | Capitular low: 65.81 | HIGH VOL | TF: 2H
[2026-03-18T11:20:55.113751] QID | automated_short_order | SMA60 | Dow Jones System | 2M | critical | QID AUTO SHORT SMA60 [Dow Jones System] 2M | AUTO SHORT — SMA 60 at 21.24 | OHLC4 21.23 (current bar) | Close 21.24 | Hard stop: 21.25 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:20:55.334963] QID | automated_short_order | SMA57 | President 45 | 2M | critical | QID AUTO SHORT SMA57 [President 45] 2M | AUTO SHORT — SMA 57 at 21.24 | OHLC4 21.23 (current bar) | Close 21.24 | Hard stop: 21.25 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:20:55.389811] QID | singular_point_hard_stop | SMA57 | WTC (911) | 2M | critical | QID HARD STOP SMA57 [WTC (911)] 2M | HARD STOP — SMA 57 at 21.24 | Breach above $-0.00 | Close 21.24, High 21.25 | STATE: aso→sphs_aso | TF: 2M
[2026-03-18T11:20:56.633740] QID | automated_short_order | SMA27 | Regression (432) | 3M | critical | QID AUTO SHORT SMA27 [Regression (432)] 3M | AUTO SHORT — SMA 27 at 21.24 | OHLC4 21.23 (current bar) | Close 21.24 | Hard stop: 21.25 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T11:20:56.762195] QID | automated_short_order | SMA29 | President 45 | 3M | critical | QID AUTO SHORT SMA29 [President 45] 3M | AUTO SHORT — SMA 29 at 21.24 | OHLC4 21.23 (current bar) | Close 21.24 | Hard stop: 21.25 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T11:20:56.832065] QID | automated_short_order | SMA28 | WTC (911) | 3M | critical | QID AUTO SHORT SMA28 [WTC (911)] 3M | AUTO SHORT — SMA 28 at 21.24 | OHLC4 21.23 (current bar) | Close 21.24 | Hard stop: 21.25 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T11:20:56.848727] QID | automated_short_order | SMA26 | SVIX (211) | 3M | critical | QID AUTO SHORT SMA26 [SVIX (211)] 3M | AUTO SHORT — SMA 26 at 21.24 | OHLC4 21.23 (current bar) | Close 21.24 | Hard stop: 21.25 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T11:21:12.878173] PSQ | automated_short_order | SMA90 | Dow Jones System | 1M | critical | PSQ AUTO SHORT SMA90 [Dow Jones System] 1M | AUTO SHORT — SMA 90 at 31.15 | OHLC4 31.15 (current bar) | Close 31.15 | Hard stop: 31.16 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:21:12.913162] PSQ | automated_short_order | SMA88 | ICKY WOODS (888) | 1M | critical | PSQ AUTO SHORT SMA88 [ICKY WOODS (888)] 1M | AUTO SHORT — SMA 88 at 31.15 | OHLC4 31.15 (current bar) | Close 31.15 | Hard stop: 31.16 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:21:12.991084] PSQ | automated_short_order | SMA91 | Time (365) | 1M | critical | PSQ AUTO SHORT SMA91 [Time (365)] 1M | AUTO SHORT — SMA 91 at 31.15 | OHLC4 31.15 (current bar) | Close 31.15 | Hard stop: 31.16 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:21:13.008282] PSQ | automated_short_order | SMA92 | Time (366) | 1M | critical | PSQ AUTO SHORT SMA92 [Time (366)] 1M | AUTO SHORT — SMA 92 at 31.15 | OHLC4 31.15 (current bar) | Close 31.15 | Hard stop: 31.16 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:21:13.042021] PSQ | automated_short_order | SMA114 | President 45 | 1M | critical | PSQ AUTO SHORT SMA114 [President 45] 1M | AUTO SHORT — SMA 114 at 31.15 | OHLC4 31.15 (current bar) | Close 31.15 | Hard stop: 31.16 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:21:14.410138] PSQ | automated_short_order | SMA11 | ICKY WOODS (888) | 2M | critical | PSQ AUTO SHORT SMA11 [ICKY WOODS (888)] 2M | AUTO SHORT — SMA 11 at 31.13 | OHLC4 31.13 (prev bar) | Close 31.13 | Hard stop: 31.14 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:21:14.604817] PSQ | automated_short_order | SMA24 | President 47 | 2M | critical | PSQ AUTO SHORT SMA24 [President 47] 2M | AUTO SHORT — SMA 24 at 31.13 | OHLC4 31.13 (prev bar) | Close 31.13 | Hard stop: 31.14 (penny above) | SYSTEM NEGATIVE | TF: 2M
[2026-03-18T11:21:15.713983] PSQ | automated_short_order | SMA30 | Dow Jones System | 3M | critical | PSQ AUTO SHORT SMA30 [Dow Jones System] 3M | AUTO SHORT — SMA 30 at 31.15 | OHLC4 31.14 (current bar) | Close 31.15 | Hard stop: 31.16 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T11:21:15.904645] PSQ | automated_short_order | SMA29 | President 45 | 3M | critical | PSQ AUTO SHORT SMA29 [President 45] 3M | AUTO SHORT — SMA 29 at 31.15 | OHLC4 31.14 (current bar) | Close 31.15 | Hard stop: 31.16 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T11:21:15.987151] PSQ | automated_short_order | SMA28 | WTC (911) | 3M | critical | PSQ AUTO SHORT SMA28 [WTC (911)] 3M | AUTO SHORT — SMA 28 at 31.15 | OHLC4 31.14 (current bar) | Close 31.15 | Hard stop: 31.16 (penny above) | SYSTEM NEGATIVE | TF: 3M
[2026-03-18T11:21:25.184739] PSQ | automated_short_order | SMA51 | Resource Missing (404) | 1H | critical | PSQ AUTO SHORT SMA51 [Resource Missing (404)] 1H | AUTO SHORT — SMA 51 at 31.15 | OHLC4 31.14 (current bar) | Close 31.15 | Hard stop: 31.16 (penny above) | SYSTEM NEGATIVE | TF: 1H
[2026-03-18T11:21:26.547629] PSQ | automated_short_order | SMA27 | Regression (432) | 2H | critical | PSQ AUTO SHORT SMA27 [Regression (432)] 2H | AUTO SHORT — SMA 27 at 31.15 | OHLC4 31.14 (current bar) | Close 31.15 | Hard stop: 31.16 (penny above) | SYSTEM NEGATIVE | TF: 2H
[2026-03-18T11:21:28.197548] PSQ | automated_short_order | SMA23 | Time (365) | 4H | critical | PSQ AUTO SHORT SMA23 [Time (365)] 4H | AUTO SHORT — SMA 23 at 31.15 | OHLC4 31.14 (current bar) | Close 31.15 | Hard stop: 31.16 (penny above) | SYSTEM NEGATIVE | TF: 4H
[2026-03-18T11:21:31.481400] DIA | optimized_buying_algorithm | SMA23 | Time (365) | 1M | high | DIA MAGNETIZED BUY SMA23 [Time (365)] 1M | MAGNETIZED BUY — SMA 23 at 466.61 | 4 penny + 2 near touches across 4/10 bars | 2.6x expected | Capitular low: 466.17 | HIGH VOL | TF: 1M
[2026-03-18T11:21:31.562084] DIA | optimized_buying_algorithm | SMA24 | President 47 | 1M | high | DIA MAGNETIZED BUY SMA24 [President 47] 1M | MAGNETIZED BUY — SMA 24 at 466.63 | 4 penny + 1 near touches across 4/10 bars | 2.6x expected | Capitular low: 466.17 | HIGH VOL | TF: 1M
[2026-03-18T11:23:27.862256] IWM | optimized_buying_algorithm | SMA19 | Waring's Problem | 5M | high | IWM MAGNETIZED BUY SMA19 [Waring's Problem] 5M | MAGNETIZED BUY — SMA 19 at 247.87 | 4 penny + 1 near touches across 5/10 bars | 4.0x expected | Capitular low: 247.40 | HIGH VOL | TF: 5M
[2026-03-18T11:23:27.876169] IWM | optimized_buying_algorithm | SMA27 | Regression (432) | 5M | high | IWM MAGNETIZED BUY SMA27 [Regression (432)] 5M | MAGNETIZED BUY — SMA 27 at 247.95 | 4 penny + 1 near touches across 5/10 bars | 4.0x expected | Capitular low: 247.40 | HIGH VOL | TF: 5M
[2026-03-18T11:24:30.542373] VIX | precision_buy_algorithm | SMA911 | President 45 | 2M | critical | VIX PRECISION BUY SMA911 [President 45] 2M | PRECISION BUY — SMA 911 at 23.17 | OHLC4 23.18 (current bar) | Close 23.19 | Hard stop: 23.16 | Drawdown 1.3% from 23.47 | TF: 2M
[2026-03-18T11:24:30.602881] VIX | singular_point_hard_stop | SMA911 | WTC (911) | 2M | critical | VIX HARD STOP SMA911 [WTC (911)] 2M | HARD STOP — SMA 911 at 23.17 | Breach $-0.02 | Close 23.19, Low 23.16 | Vol 0.0x avg | STATE: pba→sphs_pba | TF: 2M
[2026-03-18T11:24:46.236034] VXX | precision_buy_algorithm | SMA46 | Time (365) | 3M | critical | VXX PRECISION BUY SMA46 [Time (365)] 3M | PRECISION BUY — SMA 46 at 33.97 | OHLC4 33.97 (prev bar) | Close 33.97 | Hard stop: 33.96 | Drawdown 1.1% from 34.35 | TF: 3M
[2026-03-18T11:24:46.310934] VXX | precision_buy_algorithm | SMA47 | President 47 | 3M | critical | VXX PRECISION BUY SMA47 [President 47] 3M | PRECISION BUY — SMA 47 at 33.96 | OHLC4 33.97 (prev bar) | Close 33.97 | Hard stop: 33.95 | Drawdown 1.1% from 34.35 | TF: 3M
[2026-03-18T11:25:17.775934] UVXY | precision_buy_algorithm | SMA28 | WTC (911) | 5M | critical | UVXY PRECISION BUY SMA28 [WTC (911)] 5M | PRECISION BUY — SMA 28 at 49.56 | OHLC4 49.56 (current bar) | Close 49.57 | Hard stop: 49.55 | Drawdown 1.5% from 50.30 | TF: 5M
[2026-03-18T11:26:44.066537] SPY | optimized_buying_algorithm | SMA108 | Regression (432) | 1M | high | SPY MAGNETIZED BUY SMA108 [Regression (432)] 1M | MAGNETIZED BUY — SMA 108 at 666.88 | 3 penny + 4 near touches across 5/10 bars | 2.3x expected | Capitular low: 666.51 | HIGH VOL | TF: 1M
[2026-03-18T11:27:25.521000] SPXU | automated_short_order | SMA10 | S&P 500 System | 10M | critical | SPXU AUTO SHORT SMA10 [S&P 500 System] 10M | AUTO SHORT — SMA 10 at 53.80 | OHLC4 53.80 (current bar) | Close 53.80 | Hard stop: 53.81 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-18T11:27:25.602149] SPXU | automated_short_order | SMA11 | ICKY WOODS (888) | 10M | critical | SPXU AUTO SHORT SMA11 [ICKY WOODS (888)] 10M | AUTO SHORT — SMA 11 at 53.80 | OHLC4 53.80 (current bar) | Close 53.80 | Hard stop: 53.81 (penny above) | SYSTEM NEGATIVE | TF: 10M
[2026-03-18T11:27:35.509431] SPXU | automated_short_order | SMA752 | President 47 | 4H | critical | SPXU AUTO SHORT SMA752 [President 47] 4H | AUTO SHORT — SMA 752 at 53.80 | OHLC4 53.80 (current bar) | Close 53.80 | Hard stop: 53.81 (penny above) | SYSTEM NEGATIVE | TF: 4H
[2026-03-18T11:27:37.307393] SPXL | automated_short_order | SMA90 | Dow Jones System | 1M | critical | SPXL AUTO SHORT SMA90 [Dow Jones System] 1M | AUTO SHORT — SMA 90 at 200.29 | OHLC4 200.28 (current bar) | Close 200.26 | Hard stop: 200.30 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:27:37.446538] SPXL | automated_short_order | SMA91 | Time (365) | 1M | critical | SPXL AUTO SHORT SMA91 [Time (365)] 1M | AUTO SHORT — SMA 91 at 200.28 | OHLC4 200.28 (current bar) | Close 200.26 | Hard stop: 200.29 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:27:37.467350] SPXL | automated_short_order | SMA92 | Time (366) | 1M | critical | SPXL AUTO SHORT SMA92 [Time (366)] 1M | AUTO SHORT — SMA 92 at 200.28 | OHLC4 200.28 (current bar) | Close 200.26 | Hard stop: 200.29 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:27:54.200672] SSO | automated_short_order | SMA10 | S&P 500 System | 1M | critical | SSO AUTO SHORT SMA10 [S&P 500 System] 1M | AUTO SHORT — SMA 10 at 54.60 | OHLC4 54.60 (current bar) | Close 54.59 | Hard stop: 54.61 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:27:54.208706] SSO | automated_short_order | SMA20 | NASDAQ System | 1M | critical | SSO AUTO SHORT SMA20 [NASDAQ System] 1M | AUTO SHORT — SMA 20 at 54.61 | OHLC4 54.60 (current bar) | Close 54.59 | Hard stop: 54.62 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:27:54.210070] SSO | automated_short_order | SMA100 | NASDAQ System | 1M | critical | SSO AUTO SHORT SMA100 [NASDAQ System] 1M | AUTO SHORT — SMA 100 at 54.60 | OHLC4 54.60 (current bar) | Close 54.59 | Hard stop: 54.61 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:27:54.222141] SSO | automated_short_order | SMA90 | Dow Jones System | 1M | critical | SSO AUTO SHORT SMA90 [Dow Jones System] 1M | AUTO SHORT — SMA 90 at 54.61 | OHLC4 54.60 (current bar) | Close 54.59 | Hard stop: 54.62 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:27:54.240772] SSO | automated_short_order | SMA99 | EVIL (666) | 1M | critical | SSO AUTO SHORT SMA99 [EVIL (666)] 1M | AUTO SHORT — SMA 99 at 54.60 | OHLC4 54.60 (current bar) | Close 54.59 | Hard stop: 54.61 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:27:54.253751] SSO | automated_short_order | SMA11 | ICKY WOODS (888) | 1M | critical | SSO AUTO SHORT SMA11 [ICKY WOODS (888)] 1M | AUTO SHORT — SMA 11 at 54.60 | OHLC4 54.60 (current bar) | Close 54.59 | Hard stop: 54.61 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:27:54.260736] SSO | automated_short_order | SMA111 | ICKY WOODS (888) | 1M | critical | SSO AUTO SHORT SMA111 [ICKY WOODS (888)] 1M | AUTO SHORT — SMA 111 at 54.61 | OHLC4 54.60 (current bar) | Close 54.59 | Hard stop: 54.62 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:27:54.297401] SSO | automated_short_order | SMA19 | Waring's Problem | 1M | critical | SSO AUTO SHORT SMA19 [Waring's Problem] 1M | AUTO SHORT — SMA 19 at 54.61 | OHLC4 54.60 (current bar) | Close 54.59 | Hard stop: 54.62 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:27:54.328119] SSO | automated_short_order | SMA108 | Regression (432) | 1M | critical | SSO AUTO SHORT SMA108 [Regression (432)] 1M | AUTO SHORT — SMA 108 at 54.60 | OHLC4 54.60 (current bar) | Close 54.59 | Hard stop: 54.61 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:27:54.360600] SSO | automated_short_order | SMA91 | Time (365) | 1M | critical | SSO AUTO SHORT SMA91 [Time (365)] 1M | AUTO SHORT — SMA 91 at 54.61 | OHLC4 54.60 (current bar) | Close 54.59 | Hard stop: 54.62 (penny above) | SYSTEM NEGATIVE | TF: 1M
[2026-03-18T11:27:54.380749] SSO | automated_short_order | SMA92 | Time (366) | 1M | critical | SSO AUTO SHORT SMA92 [Time (366)] 1M | AUTO SHORT — SMA 92 at 54.61 | OHLC4 54.60 (current bar) | Close 54.59 | Hard stop: 54.62 (penny above) | SYSTEM NEGATIVE | TF: 1M
